RefEx_Sample_ID	BioSample_ID	Project_Sample_ID
RES00001855	SAMD00021859	13226-141I4
RES00001856	SAMD00021734	13095-140C8
RES00001856	SAMD00021797	13161-141B2
RES00001856	SAMD00021860	13227-141I5
RES00001857	SAMD00021735	13096-140C9
RES00001857	SAMD00021798	13162-141B3
RES00001857	SAMD00021861	13228-141I6
RES00001858	SAMD00005531	11272-116H3
RES00001858	SAMD00004888	11349-117G8
RES00001858	SAMD00005662	11421-118F8
RES00001859	SAMD00004992	11251-116E9
RES00001860	SAMD00005596	11527-119I6
RES00001860	SAMD00005048	11607-120I5
RES00001860	SAMD00005175	11688-122I5
RES00001861	SAMD00004995	10687-109F3
RES00001862	SAMD00004891	11529-119I8
RES00001862	SAMD00005741	11609-120I7
RES00001862	SAMD00004687	11690-122I7
RES00001863	SAMD00004711	12260-130A1
RES00001863	SAMD00004991	12382-131E6
RES00001863	SAMD00005701	12504-133A2
RES00001864	SAMD00021252	12261-130A2
RES00001864	SAMD00021298	12383-131E7
RES00001864	SAMD00021344	12505-133A3
RES00001865	SAMD00021253	12262-130A3
RES00001865	SAMD00021299	12384-131E8
RES00001865	SAMD00021345	12506-133A4
RES00001866	SAMD00021254	12263-130A4
RES00001866	SAMD00021300	12385-131E9
RES00001866	SAMD00021346	12507-133A5
RES00001867	SAMD00021255	12264-130A5
RES00001867	SAMD00021301	12386-131F1
RES00001867	SAMD00021347	12508-133A6
RES00001868	SAMD00021256	12265-130A6
RES00001868	SAMD00021302	12387-131F2
RES00001868	SAMD00021348	12509-133A7
RES00001869	SAMD00021257	12266-130A7
RES00001869	SAMD00021303	12388-131F3
RES00001869	SAMD00021349	12510-133A8
RES00001870	SAMD00021258	12267-130A8
RES00001870	SAMD00021304	12389-131F4
RES00001870	SAMD00021350	12511-133A9
RES00001871	SAMD00021259	12268-130A9
RES00001871	SAMD00021305	12390-131F5
RES00001871	SAMD00021351	12512-133B1
RES00001872	SAMD00021260	12269-130B1
RES00001872	SAMD00021306	12391-131F6
RES00001872	SAMD00021352	12513-133B2
RES00001873	SAMD00021261	12270-130B2
RES00001873	SAMD00021307	12392-131F7
RES00001873	SAMD00021353	12514-133B3
RES00001874	SAMD00021262	12271-130B3
RES00001874	SAMD00021308	12393-131F8
RES00001874	SAMD00021354	12515-133B4
RES00001875	SAMD00021263	12272-130B4
RES00001875	SAMD00021309	12394-131F9
RES00001875	SAMD00021355	12516-133B5
RES00001876	SAMD00021264	12273-130B5
RES00001876	SAMD00021310	12395-131G1
RES00001876	SAMD00021356	12517-133B6
RES00001877	SAMD00021265	12274-130B6
RES00001877	SAMD00021311	12396-131G2
RES00001877	SAMD00021357	12518-133B7
RES00001878	SAMD00021266	12275-130B7
RES00001878	SAMD00021312	12397-131G3
RES00001878	SAMD00021358	12519-133B8
RES00001879	SAMD00021672	13031-139E7
RES00001879	SAMD00005523	13097-140D1
RES00001879	SAMD00005157	13163-141B4
RES00001880	SAMD00021673	13032-139E8
RES00001880	SAMD00021736	13098-140D2
RES00001880	SAMD00021799	13164-141B5
RES00001881	SAMD00021674	13033-139E9
RES00001881	SAMD00021737	13099-140D3
RES00001881	SAMD00021800	13165-141B6
RES00001882	SAMD00021675	13034-139F1
RES00001882	SAMD00021738	13100-140D4
RES00001882	SAMD00021801	13166-141B7
RES00001883	SAMD00021676	13035-139F2
RES00001883	SAMD00021739	13101-140D5
RES00001883	SAMD00021802	13167-141B8
RES00001884	SAMD00021677	13036-139F3
RES00001884	SAMD00021740	13102-140D6
RES00001884	SAMD00021803	13168-141B9
RES00001885	SAMD00021678	13037-139F4
RES00001885	SAMD00021741	13103-140D7
RES00001885	SAMD00021804	13169-141C1
RES00001886	SAMD00021679	13038-139F5
RES00001886	SAMD00021742	13104-140D8
RES00001886	SAMD00021805	13170-141C2
RES00001887	SAMD00021680	13039-139F6
RES00001887	SAMD00021743	13105-140D9
RES00001887	SAMD00021806	13171-141C3
RES00001888	SAMD00021681	13040-139F7
RES00001888	SAMD00021744	13106-140E1
RES00001888	SAMD00021807	13172-141C4
RES00001889	SAMD00021682	13041-139F8
RES00001889	SAMD00021745	13107-140E2
RES00001889	SAMD00021808	13173-141C5
RES00001890	SAMD00021683	13042-139F9
RES00001890	SAMD00021746	13108-140E3
RES00001890	SAMD00021809	13174-141C6
RES00001891	SAMD00021684	13043-139G1
RES00001891	SAMD00021747	13109-140E4
RES00001891	SAMD00021810	13175-141C7
RES00001892	SAMD00021685	13044-139G2
RES00001892	SAMD00021748	13110-140E5
RES00001892	SAMD00021811	13176-141C8
RES00001893	SAMD00021686	13045-139G3
RES00001893	SAMD00021749	13111-140E6
RES00001893	SAMD00021812	13177-141C9
RES00001894	SAMD00021687	13046-139G4
RES00001894	SAMD00021750	13112-140E7
RES00001894	SAMD00021813	13178-141D1
RES00001895	SAMD00021688	13048-139G6
RES00001895	SAMD00021751	13114-140E9
RES00001895	SAMD00021814	13180-141D3
RES00001896	SAMD00021689	13049-139G7
RES00001896	SAMD00021752	13115-140F1
RES00001896	SAMD00021815	13181-141D4
RES00001897	SAMD00021690	13050-139G8
RES00001897	SAMD00021753	13116-140F2
RES00001897	SAMD00021816	13182-141D5
RES00001898	SAMD00021691	13051-139G9
RES00001898	SAMD00021754	13117-140F3
RES00001898	SAMD00021817	13183-141D6
RES00001899	SAMD00021692	13052-139H1
RES00001899	SAMD00021755	13118-140F4
RES00001899	SAMD00021818	13184-141D7
RES00001900	SAMD00021693	13053-139H2
RES00001900	SAMD00021756	13119-140F5
RES00001900	SAMD00021819	13185-141D8
RES00001901	SAMD00021694	13054-139H3
RES00001901	SAMD00021757	13120-140F6
RES00001901	SAMD00021820	13186-141D9
RES00001902	SAMD00021695	13055-139H4
RES00001902	SAMD00021758	13121-140F7
RES00001902	SAMD00021821	13187-141E1
RES00001903	SAMD00021696	13056-139H5
RES00001903	SAMD00021759	13122-140F8
RES00001903	SAMD00021822	13188-141E2
RES00001904	SAMD00021697	13057-139H6
RES00001904	SAMD00021760	13123-140F9
RES00001904	SAMD00021823	13189-141E3
RES00001905	SAMD00021698	13058-139H7
RES00001905	SAMD00021761	13124-140G1
RES00001905	SAMD00021824	13190-141E4
RES00001906	SAMD00021699	13059-139H8
RES00001906	SAMD00021762	13125-140G2
RES00001906	SAMD00021825	13191-141E5
RES00001907	SAMD00021700	13060-139H9
RES00001907	SAMD00021763	13126-140G3
RES00001907	SAMD00021826	13192-141E6
RES00001908	SAMD00021701	13061-139I1
RES00001908	SAMD00021764	13127-140G4
RES00001908	SAMD00021827	13193-141E7
RES00001909	SAMD00021702	13062-139I2
RES00001909	SAMD00021765	13128-140G5
RES00001909	SAMD00021828	13194-141E8
RES00001910	SAMD00005865	11232-116C8
RES00001910	SAMD00005017	11313-117C8
RES00001910	SAMD00005152	11389-118C3
RES00001911	SAMD00005561	12142-128E9
RES00001911	SAMD00005551	11929-125I3
RES00001911	SAMD00005171	11930-125I4
RES00001912	SAMD00005625	11273-116H4
RES00001912	SAMD00004884	11350-117G9
RES00001912	SAMD00004801	11422-118F9
RES00001913	SAMD00004941	11487-119E2
RES00001914	SAMD00005141	11563-120D6
RES00001914	SAMD00004690	11565-120D8
RES00001914	SAMD00005069	11566-120D9
RES00001914	SAMD00004803	11567-120E1
RES00001915	SAMD00012994	11940-126A5
RES00001915	SAMD00012992	11942-126A7
RES00001916	SAMD00012993	11939-126A4
RES00001916	SAMD00012995	11941-126A6
RES00001917	SAMD00005807	11502-119F8
RES00001917	SAMD00005440	11582-120F7
RES00001917	SAMD00005001	11663-122F7
RES00001918	SAMD00005723	11274-116H5
RES00001918	SAMD00004896	11351-117H1
RES00001918	SAMD00005433	11423-118G1
RES00001919	SAMD00005797	12641-134G4
RES00001919	SAMD00004961	12739-135I3
RES00001919	SAMD00005700	12837-137B2
RES00001920	SAMD00004942	11493-119E8
RES00001920	SAMD00004872	11573-120E7
RES00001920	SAMD00004675	11654-122E7
RES00001921	SAMD00004889	11219-116B4
RES00001922	SAMD00005913	11548-120B9
RES00001923	SAMD00005975	11537-120A7
RES00001923	SAMD00005332	11617-122A6
RES00001923	SAMD00004705	11698-123A6
RES00001924	SAMD00004680	11547-120B8
RES00001924	SAMD00005766	11627-122B7
RES00001925	SAMD00004842	11536-120A6
RES00001925	SAMD00005989	11616-122A5
RES00001925	SAMD00005083	11697-123A5
RES00001925	SAMD00005449	11464-119B6
RES00001926	SAMD00005577	11538-120A8
RES00001926	SAMD00004979	11618-122A7
RES00001927	SAMD00005491	11539-120A9
RES00001927	SAMD00004932	11619-122A8
RES00001927	SAMD00005444	11700-123A8
RES00001928	SAMD00004820	11217-116B2
RES00001929	SAMD00005427	11218-116B3
RES00001930	SAMD00005911	11214-116A8
RES00001931	SAMD00004790	11247-116E5
RES00001931	SAMD00005879	12156-128G5
RES00001931	SAMD00005963	11402-118D7
RES00001932	SAMD00021441	12698-135D7
RES00001932	SAMD00021516	12796-136F6
RES00001932	SAMD00021593	12894-137H5
RES00001933	SAMD00021442	12699-135D8
RES00001933	SAMD00021517	12797-136F7
RES00001933	SAMD00021594	12895-137H6
RES00001934	SAMD00021443	12700-135D9
RES00001934	SAMD00021518	12798-136F8
RES00001934	SAMD00021595	12896-137H7
RES00001935	SAMD00021444	12701-135E1
RES00001935	SAMD00021519	12799-136F9
RES00001935	SAMD00021596	12897-137H8
RES00001936	SAMD00021445	12702-135E2
RES00001936	SAMD00021520	12800-136G1
RES00001936	SAMD00021597	12898-137H9
RES00001937	SAMD00021446	12703-135E3
RES00001937	SAMD00021521	12801-136G2
RES00001937	SAMD00021598	12899-137I1
RES00001938	SAMD00021447	12704-135E4
RES00001938	SAMD00021522	12802-136G3
RES00001938	SAMD00021599	12900-137I2
RES00001939	SAMD00021448	12705-135E5
RES00001939	SAMD00021523	12803-136G4
RES00001939	SAMD00021600	12901-137I3
RES00001940	SAMD00021449	12706-135E6
RES00001940	SAMD00021524	12804-136G5
RES00001940	SAMD00021601	12902-137I4
RES00001941	SAMD00021450	12707-135E7
RES00001941	SAMD00021525	12805-136G6
RES00001941	SAMD00021602	12903-137I5
RES00001942	SAMD00021451	12708-135E8
RES00001942	SAMD00021526	12806-136G7
RES00001942	SAMD00021603	12904-137I6
RES00001943	SAMD00021452	12709-135E9
RES00001943	SAMD00021527	12807-136G8
RES00001943	SAMD00021604	12905-137I7
RES00001944	SAMD00021453	12710-135F1
RES00001944	SAMD00021528	12808-136G9
RES00001944	SAMD00021605	12906-137I8
RES00001945	SAMD00021454	12711-135F2
RES00001945	SAMD00021529	12809-136H1
RES00001945	SAMD00021606	12907-137I9
RES00001946	SAMD00021455	12712-135F3
RES00001946	SAMD00021530	12810-136H2
RES00001946	SAMD00021607	12908-138A1
RES00001947	SAMD00021456	12713-135F4
RES00001947	SAMD00021531	12811-136H3
RES00001947	SAMD00021608	12909-138A2
RES00001948	SAMD00021457	12714-135F5
RES00001948	SAMD00021532	12812-136H4
RES00001948	SAMD00021609	12910-138A3
RES00001949	SAMD00021458	12715-135F6
RES00001949	SAMD00021533	12813-136H5
RES00001949	SAMD00021610	12911-138A4
RES00001950	SAMD00021459	12716-135F7
RES00001950	SAMD00021534	12814-136H6
RES00001950	SAMD00021611	12912-138A5
RES00001951	SAMD00021460	12717-135F8
RES00001951	SAMD00021535	12815-136H7
RES00001951	SAMD00021612	12913-138A6
RES00001952	SAMD00021461	12718-135F9
RES00001952	SAMD00021536	12816-136H8
RES00001952	SAMD00021613	12914-138A7
RES00001953	SAMD00021462	12719-135G1
RES00001953	SAMD00021537	12817-136H9
RES00001953	SAMD00021614	12915-138A8
RES00001954	SAMD00021463	12720-135G2
RES00001954	SAMD00021538	12818-136I1
RES00001954	SAMD00021615	12916-138A9
RES00001955	SAMD00021464	12721-135G3
RES00001955	SAMD00021539	12819-136I2
RES00001955	SAMD00021616	12917-138B1
RES00001956	SAMD00021465	12722-135G4
RES00001956	SAMD00021540	12820-136I3
RES00001956	SAMD00021617	12918-138B2
RES00001957	SAMD00021466	12723-135G5
RES00001957	SAMD00021541	12821-136I4
RES00001958	SAMD00021932	13304-142I1
RES00001958	SAMD00021943	13316-143A4
RES00001958	SAMD00021948	13322-143B1
RES00001958	SAMD00021938	13310-142I7
RES00001959	SAMD00021937	13309-142I6
RES00001959	SAMD00021947	13321-143A9
RES00001959	SAMD00021952	13327-143B6
RES00001959	SAMD00021942	13315-143A3
RES00001960	SAMD00021933	13305-142I2
RES00001960	SAMD00005327	13317-143A5
RES00001960	SAMD00004904	13323-143B2
RES00001960	SAMD00005727	13311-142I8
RES00001961	SAMD00021934	13306-142I3
RES00001961	SAMD00021944	13318-143A6
RES00001961	SAMD00021949	13324-143B3
RES00001961	SAMD00021939	13312-142I9
RES00001962	SAMD00021935	13307-142I4
RES00001962	SAMD00021945	13319-143A7
RES00001962	SAMD00021950	13325-143B4
RES00001962	SAMD00021940	13313-143A1
RES00001963	SAMD00021936	13308-142I5
RES00001963	SAMD00021946	13320-143A8
RES00001963	SAMD00021951	13326-143B5
RES00001963	SAMD00021941	13314-143A2
RES00001964	SAMD00005087	11549-120C1
RES00001964	SAMD00004807	11629-122B9
RES00001965	SAMD00022113	13496-145C4
RES00001965	SAMD00022122	13505-145D4
RES00001965	SAMD00022131	13514-145E4
RES00001966	SAMD00005917	13469-144I4
RES00001966	SAMD00022095	13478-145A4
RES00001966	SAMD00022104	13487-145B4
RES00001967	SAMD00022114	13497-145C5
RES00001967	SAMD00022123	13506-145D5
RES00001967	SAMD00022132	13515-145E5
RES00001968	SAMD00022087	13470-144I5
RES00001968	SAMD00022096	13479-145A5
RES00001968	SAMD00022105	13488-145B5
RES00001969	SAMD00022115	13498-145C6
RES00001969	SAMD00022124	13507-145D6
RES00001969	SAMD00022133	13516-145E6
RES00001970	SAMD00022088	13471-144I6
RES00001970	SAMD00022097	13480-145A6
RES00001970	SAMD00022106	13489-145B6
RES00001971	SAMD00022116	13499-145C7
RES00001971	SAMD00022125	13508-145D7
RES00001972	SAMD00022089	13472-144I7
RES00001972	SAMD00022098	13481-145A7
RES00001972	SAMD00022107	13490-145B7
RES00001973	SAMD00022117	13500-145C8
RES00001973	SAMD00022126	13509-145D8
RES00001973	SAMD00022134	13518-145E8
RES00001974	SAMD00022090	13473-144I8
RES00001974	SAMD00022099	13482-145A8
RES00001974	SAMD00022108	13491-145B8
RES00001975	SAMD00022118	13501-145C9
RES00001975	SAMD00022127	13510-145D9
RES00001975	SAMD00022135	13519-145E9
RES00001976	SAMD00022091	13474-144I9
RES00001976	SAMD00022100	13483-145A9
RES00001976	SAMD00022109	13492-145B9
RES00001977	SAMD00022119	13502-145D1
RES00001977	SAMD00022128	13511-145E1
RES00001977	SAMD00022136	13520-145F1
RES00001978	SAMD00022092	13475-145A1
RES00001978	SAMD00022101	13484-145B1
RES00001978	SAMD00022110	13493-145C1
RES00001979	SAMD00022120	13503-145D2
RES00001979	SAMD00022129	13512-145E2
RES00001979	SAMD00022137	13521-145F2
RES00001980	SAMD00022093	13476-145A2
RES00001980	SAMD00022102	13485-145B2
RES00001980	SAMD00022111	13494-145C2
RES00001981	SAMD00022121	13504-145D3
RES00001981	SAMD00022130	13513-145E3
RES00001981	SAMD00022138	13522-145F3
RES00001982	SAMD00022094	13477-145A3
RES00001982	SAMD00022103	13486-145B3
RES00001982	SAMD00022112	13495-145C3
RES00001983	SAMD00004887	11241-116D8
RES00001983	SAMD00005337	11322-117D8
RES00001983	SAMD00005823	11398-118D3
RES00001984	SAMD00005120	10777-110G3
RES00001985	SAMD00005732	11230-116C6
RES00001985	SAMD00005177	11311-117C6
RES00001985	SAMD00005757	11387-118C1
RES00001986	SAMD00005090	11275-116H6
RES00001986	SAMD00005458	11352-117H2
RES00001987	SAMD00005481	11494-119E9
RES00001987	SAMD00005710	11574-120E8
RES00001987	SAMD00005711	11655-122E8
RES00001988	SAMD00004957	11233-116C9
RES00001988	SAMD00006013	11314-117C9
RES00001988	SAMD00004721	11390-118C4
RES00001989	SAMD00005285	11252-116F1
RES00001989	SAMD00005994	11409-118E5
RES00001989	SAMD00005335	11462-119B4
RES00001990	SAMD00005191	11933-125I7
RES00001990	SAMD00005868	11934-125I8
RES00001990	SAMD00005190	11935-125I9
RES00001990	SAMD00004726	11936-126A1
RES00001991	SAMD00004936	11496-119F2
RES00001992	SAMD00004808	11276-116H7
RES00001992	SAMD00005579	11353-117H3
RES00001992	SAMD00004715	11425-118G3
RES00001993	SAMD00005515	11277-116H8
RES00001993	SAMD00005116	11354-117H4
RES00001993	SAMD00005685	11426-118G4
RES00001994	SAMD00005906	11249-116E7
RES00001995	SAMD00005782	11491-119E6
RES00001995	SAMD00005839	11571-120E5
RES00001995	SAMD00005463	11652-122E5
RES00001996	SAMD00005305	11499-119F5
RES00001996	SAMD00005315	11579-120F4
RES00001997	SAMD00005408	11231-116C7
RES00001997	SAMD00004994	11312-117C7
RES00001997	SAMD00004845	11388-118C2
RES00001998	SAMD00005640	11278-116H9
RES00001998	SAMD00005834	11355-117H5
RES00001998	SAMD00004672	11427-118G5
RES00001999	SAMD00022303	14319-155D8
RES00002000	SAMD00004831	11467-119B9
RES00002001	SAMD00005354	14320-155D9
RES00002000	SAMD00005471	11328-117E5
RES00002002	SAMD00004851	11468-119C1
RES00002002	SAMD00005229	11329-117E6
RES00002002	SAMD00005026	11403-118D8
RES00002003	SAMD00005735	11469-119C2
RES00002004	SAMD00005889	11279-116I1
RES00002004	SAMD00004847	11356-117H6
RES00002004	SAMD00005562	11428-118G6
RES00002005	SAMD00005228	11280-116I2
RES00002005	SAMD00005360	11357-117H7
RES00002005	SAMD00004752	11429-118G7
RES00002006	SAMD00005094	11253-116F2
RES00002007	SAMD00005117	11331-117E8
RES00002007	SAMD00005276	11404-118D9
RES00002008	SAMD00005323	11254-116F3
RES00002008	SAMD00004800	11332-117E9
RES00002008	SAMD00005095	11405-118E1
RES00002009	SAMD00005247	11516-119H4
RES00002009	SAMD00005565	11596-120H3
RES00002010	SAMD00005877	11517-119H5
RES00002010	SAMD00005334	11597-120H4
RES00002010	SAMD00005666	11678-122H4
RES00002011	SAMD00005699	11514-119H2
RES00002011	SAMD00004840	11594-120H1
RES00002011	SAMD00005025	11675-122H1
RES00002011	SAMD00005943	11783-124B1
RES00002012	SAMD00005643	11518-119H6
RES00002012	SAMD00005573	11598-120H5
RES00002012	SAMD00005379	11679-122H5
RES00002013	SAMD00005391	11515-119H3
RES00002013	SAMD00005220	11595-120H2
RES00002013	SAMD00005901	11676-122H2
RES00002014	SAMD00005496	11215-116A9
RES00002014	SAMD00004929	11528-119I7
RES00002014	SAMD00005253	11608-120I6
RES00002014	SAMD00004906	11689-122I6
RES00002015	SAMD00005009	10002-101A5
RES00002016	SAMD00021440	12697-135D6
RES00002016	SAMD00021515	12795-136F5
RES00002016	SAMD00021592	12893-137H4
RES00002017	SAMD00021422	12662-134I7
RES00002017	SAMD00004881	12760-136B6
RES00002017	SAMD00005731	12858-137D5
RES00002018	SAMD00021423	12663-134I8
RES00002018	SAMD00021498	12761-136B7
RES00002018	SAMD00021575	12859-137D6
RES00002019	SAMD00021424	12664-134I9
RES00002019	SAMD00021499	12762-136B8
RES00002019	SAMD00021576	12860-137D7
RES00002020	SAMD00021425	12665-135A1
RES00002020	SAMD00021500	12763-136B9
RES00002020	SAMD00021577	12861-137D8
RES00002021	SAMD00021426	12666-135A2
RES00002021	SAMD00021501	12764-136C1
RES00002021	SAMD00021578	12862-137D9
RES00002022	SAMD00021427	12667-135A3
RES00002022	SAMD00021502	12765-136C2
RES00002022	SAMD00021579	12863-137E1
RES00002023	SAMD00021428	12668-135A4
RES00002023	SAMD00021503	12766-136C3
RES00002023	SAMD00021580	12864-137E2
RES00002024	SAMD00021429	12669-135A5
RES00002024	SAMD00021504	12767-136C4
RES00002024	SAMD00021581	12865-137E3
RES00002025	SAMD00021430	12670-135A6
RES00002025	SAMD00021505	12768-136C5
RES00002025	SAMD00021582	12866-137E4
RES00002026	SAMD00021431	12671-135A7
RES00002026	SAMD00021506	12769-136C6
RES00002026	SAMD00021583	12867-137E5
RES00002027	SAMD00021432	12672-135A8
RES00002027	SAMD00021507	12770-136C7
RES00002027	SAMD00021584	12868-137E6
RES00002028	SAMD00021433	12673-135A9
RES00002028	SAMD00021508	12771-136C8
RES00002028	SAMD00021585	12869-137E7
RES00002029	SAMD00021434	12674-135B1
RES00002029	SAMD00021509	12772-136C9
RES00002029	SAMD00021586	12870-137E8
RES00002030	SAMD00021435	12675-135B2
RES00002030	SAMD00021510	12773-136D1
RES00002030	SAMD00021587	12871-137E9
RES00002031	SAMD00021436	12676-135B3
RES00002031	SAMD00021511	12774-136D2
RES00002031	SAMD00021588	12872-137F1
RES00002032	SAMD00021437	12677-135B4
RES00002032	SAMD00021512	12775-136D3
RES00002032	SAMD00021589	12873-137F2
RES00002033	SAMD00021438	12678-135B5
RES00002033	SAMD00021513	12776-136D4
RES00002033	SAMD00021590	12874-137F3
RES00002034	SAMD00021439	12679-135B6
RES00002034	SAMD00021514	12777-136D5
RES00002034	SAMD00021591	12875-137F4
RES00002035	SAMD00005819	11498-119F4
RES00002035	SAMD00005422	11578-120F3
RES00002035	SAMD00005096	11659-122F3
RES00002036	SAMD00005631	11220-116B5
RES00002036	SAMD00004900	11301-117B5
RES00002036	SAMD00005028	11378-118B1
RES00002037	SAMD00005843	11255-116F4
RES00002037	SAMD00005284	11333-117F1
RES00002038	SAMD00005609	11281-116I3
RES00002038	SAMD00005073	11358-117H8
RES00002038	SAMD00005802	11430-118G8
RES00002038	SAMD00005833	11451-119A2
RES00002038	SAMD00005660	11455-119A6
RES00002038	SAMD00005970	11459-119B1
RES00002039	SAMD00005420	11240-116D7
RES00002039	SAMD00005751	11321-117D7
RES00002039	SAMD00005750	11397-118D2
RES00002040	SAMD00004973	11282-116I4
RES00002040	SAMD00004954	11359-117H9
RES00002040	SAMD00005053	11431-118G9
RES00002041	SAMD00005915	10286-104F7
RES00002042	SAMD00022306	14334-155F5
RES00002043	SAMD00022307	14335-155F6
RES00002042	SAMD00022302	14316-155D5
RES00002044	SAMD00005878	11256-116F5
RES00002044	SAMD00004717	11334-117F2
RES00002043	SAMD00005485	14317-155D6
RES00002044	SAMD00005139	11406-118E2
RES00002045	SAMD00005454	14313-155D2
RES00002046	SAMD00005133	14314-155D3
RES00002047	SAMD00005794	11210-116A4
RES00002047	SAMD00005435	11283-116I5
RES00002047	SAMD00005421	11360-117I1
RES00002047	SAMD00005106	11432-118H1
RES00002048	SAMD00005135	11519-119H7
RES00002049	SAMD00005265	11284-116I6
RES00002049	SAMD00005809	11361-117I2
RES00002049	SAMD00004781	11433-118H2
RES00002050	SAMD00005722	11234-116D1
RES00002050	SAMD00005349	11315-117D1
RES00002050	SAMD00005430	11391-118C5
RES00002051	SAMD00005960	11512-119G9
RES00002051	SAMD00004669	11592-120G8
RES00002052	SAMD00005986	11285-116I7
RES00002052	SAMD00005761	11362-117I3
RES00002052	SAMD00004958	11434-118H3
RES00002053	SAMD00004783	11239-116D6
RES00002053	SAMD00005674	11320-117D6
RES00002053	SAMD00004795	11396-118D1
RES00002054	SAMD00005888	11286-116I8
RES00002054	SAMD00004755	11363-117I4
RES00002054	SAMD00005288	11435-118H4
RES00002055	SAMD00004907	11508-119G5
RES00002055	SAMD00005375	11588-120G4
RES00002056	SAMD00005652	11287-116I9
RES00002056	SAMD00005745	11364-117I5
RES00002056	SAMD00005552	11436-118H5
RES00002057	SAMD00005128	11509-119G6
RES00002058	SAMD00005720	11257-116F6
RES00002058	SAMD00005488	11335-117F3
RES00002058	SAMD00004826	11465-119B7
RES00002059	SAMD00005179	11288-117A1
RES00002059	SAMD00005726	11365-117I6
RES00002059	SAMD00005115	11437-118H6
RES00002060	SAMD00005800	11289-117A2
RES00002060	SAMD00005772	11366-117I7
RES00002060	SAMD00005893	11438-118H7
RES00002061	SAMD00005939	11513-119H1
RES00002061	SAMD00004894	11593-120G9
RES00002061	SAMD00005738	11674-122G9
RES00002062	SAMD00005587	11290-117A3
RES00002062	SAMD00005759	11367-117I8
RES00002062	SAMD00005184	11439-118H8
RES00002063	SAMD00005129	11541-120B2
RES00002063	SAMD00004772	11621-122B1
RES00002063	SAMD00004972	11702-123B1
RES00002064	SAMD00004880	11212-116A6
RES00002065	SAMD00005085	11258-116F7
RES00002065	SAMD00005777	11466-119B8
RES00002066	SAMD00021226	11960-126C7
RES00002066	SAMD00021227	11961-126C8
RES00002066	SAMD00021228	11962-126C9
RES00002066	SAMD00021229	11963-126D1
RES00002066	SAMD00021230	11964-126D2
RES00002066	SAMD00021231	11965-126D3
RES00002067	SAMD00021232	11966-126D4
RES00002067	SAMD00021233	11967-126D5
RES00002067	SAMD00021234	11968-126D6
RES00002067	SAMD00021235	11969-126D7
RES00002068	SAMD00006015	11291-117A4
RES00002068	SAMD00005012	11368-117I9
RES00002068	SAMD00005569	11440-118H9
RES00002069	SAMD00005165	11532-120A2
RES00002069	SAMD00005142	11612-122A1
RES00002069	SAMD00004707	11693-123A1
RES00002070	SAMD00005201	11292-117A5
RES00002070	SAMD00004729	11369-118A1
RES00002070	SAMD00005997	11441-118I1
RES00002071	SAMD00005100	10007-101B4
RES00002072	SAMD00006005	10319-105A4
RES00002073	SAMD00005694	11520-119H8
RES00002073	SAMD00005904	11600-120H7
RES00002073	SAMD00005902	11681-122H7
RES00002073	SAMD00005200	11216-116B1
RES00002074	SAMD00005158	12179-129A1
